title,rating,username,description,date,image_urls,asin_number,product_url
Shell Rotellaaaa!!!,5.0 out of 5 stars,Rummy,"Robust oil with an outstanding additive package. I love Rotella T5 in 10W-30.  It's great for my Honda EU2000i generator, my honda lawnmower & Yamaha Pressure Washer.
I also use it in my 2008 Toyota Highlander.  I run the oil year-round and change at 15,000-mile intervals.  Follow your owner's manual for proper Oil Change Intervals.
I'm also using it in my 2015 Corolla LE during summer months.  Robust oil.","Reviewed in the United States on April 17, 2017",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Excellent protection, diesel or gas engines.",5.0 out of 5 stars,Greg,"Great value, excellent protection. I use it in my 240K mile 1999 C1500 and my 2006 BMW 530d wagon. I change my oil every 5K, easy to justify at the price.","Reviewed in the United States on September 28, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Duramax loves this oil!,5.0 out of 5 stars,skydogj,"Ive tried several different brands but I keep coming back to T5. It runs perfect on this oil. 2002 Chevrolet Silverado 2500hd LB7 Duramax with 180,000 miles. Keep the oil changed regular and this engine could go 500,000 miles. Get this oil and use the rebate for even more savings! So easy!","Reviewed in the United States on May 29, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great Oil,5.0 out of 5 stars,Ryan Dooley,Better value than box stores for a quality oil,"Reviewed in the United States on July 30, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
am so glad that this is available,5.0 out of 5 stars,Susan C Erskin,oil change on my pickup.,"Reviewed in the United States on October 23, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great oil for my Cummins diesel,5.0 out of 5 stars,Tool Man,I wanted a full synthetic 15w-40 but was unable to find it when I first got the truck. I've used Rotella in many diesels in the past but wanted something better for mine. This is an excellent product for the job.,"Reviewed in the United States on April 4, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Only oil iv ever run in my Duramax,5.0 out of 5 stars,Z71offroad2000,After regular oil changes every 10k miles i have 150k miles on my 09 GMC 2500 Hd Duramax. No issues. Delete your EGR to keep it golden brown and running smooth.,"Reviewed in the United States on August 8, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great,5.0 out of 5 stars,Amazon Customer,"Great product, well worth the money, and fast delivery","Reviewed in the United States on July 23, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Other than that you can just assume that it is good and that's all,5.0 out of 5 stars,Express Transport / Dimitar,"All I can say, is that the price was $2 less than Walmart. Other than that you can just assume that it is good and that's all.
My opinion is that a small fleet owner can never see the difference in the oil brands and decide whats the best...there are too many other factors than just the oil brand...","Reviewed in the United States on March 31, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
All of the above,5.0 out of 5 stars,bobby campbell,Good oil good price I’ve  been running it in my 2013 6.7 Ford ever sense I bought it,"Reviewed in the United States on November 22, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Good oil, southern approved.",5.0 out of 5 stars,Eric,"I use the T5 10w-30 for my kioti CS 2410 tractor. Change oil once a year and normally it's less than 100 hours, tractor is mostly used to mower 4acres, small garden and lift heavy items and move dirt and mulch. Runs great on this weight of oil. Small 3 clinder diesel tractor. In NC ,","Reviewed in the United States on August 15, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Works great in My Chevrolet 3500 Duramax.,5.0 out of 5 stars,RenoDeano,"Rotella oils are a great product and have been using for many years in all my vehicles (motorcycles, side X side utv, generators, etc.","Reviewed in the United States on August 12, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good product at a fair price.,5.0 out of 5 stars,BAMFSOB,"I received what I ordered.  Good quality oil.  Not as good as AMSOIL, but pretty dang good.","Reviewed in the United States on August 23, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Excellent oil for the money,5.0 out of 5 stars,Tonya C.,Great oil that's easy to find whether you're looking online or if you need it quick you can typically find it at most local retailers.,"Reviewed in the United States on March 31, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
good price,5.0 out of 5 stars,Lonnie McGinnis,good price could not find any cheaper around town,"Reviewed in the United States on December 15, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Is this a good choice of oil,5.0 out of 5 stars,Amazon Customer,"Thanks for asking I have not used it yet. I am going to be using it in my new 2017 GMC savana van with 6 liter. The van has 3542 miles will wait for the 5,000 mark. It will spend 6mo inside climate control RV Guarage Lakehavasu AZ not used until October and then we tow a 7000 # toy hauler in the Deserts around us for six months then back in storage. Is this a good choice of oil?","Reviewed in the United States on January 29, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
pretty good oil it seems,5.0 out of 5 stars,chad r.,I changed my oil about a month ago seems to work pretty well notice my shifting got much smother right away no more clunking when shifting from 1st to 2nd.,"Reviewed in the United States on December 9, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Well worth the money,5.0 out of 5 stars,Amazon Customer,It's perfect for changing the oil in a diesel motor,"Reviewed in the United States on September 16, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
KLR650,5.0 out of 5 stars,Björn,"The only oil I use in my KLR650. Heavy, doesn’t breakdown quick heavy duty and great for dirt.","Reviewed in the United States on March 4, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
All the vitamins and dinosaurs a 4.0 needs,5.0 out of 5 stars,StupidRepellent,"I run this in my 98 4.0 xj and this stuff is top notch
I’ve run the t5 10w30 and it seems to be to the only oil that holds up","Reviewed in the United States on March 20, 2022",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Quality Engine Oil,5.0 out of 5 stars,Smiling Jack,"I have used this Diesel engine oil many times, it holds us very well, better than most of the other Synthetic oils, that I have tried to compare against this engine oil. beats the others. Only had to add  8 to 16 oz, in 8000 mile oil change.","Reviewed in the United States on June 22, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
sliced bread then this,5.0 out of 5 stars,Premixyz,"I put this T5 in so many different things that I lose track.  2005 1500HD, motorcycles, wood chippers, log splitters, power washers, ATVs and probably much more.... T4, T5 and T6 for the win!","Reviewed in the United States on December 20, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Love this oil,5.0 out of 5 stars,Justin Jokela,I have been using this oil for a while now and plan to keep using this oil. But really hope that the price goes down again,"Reviewed in the United States on March 7, 2022",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great Value - Avoiding the store,5.0 out of 5 stars,slocough,"I am high risk and during this pandemic I don't like to go to the store. Could I purchase this locally for the same price - YES. However, I love having things delivered to my home. Used the oil in my Kubota BX25D tractor and it runs nice and smooth. Will buy again next time I need to change the oil in my Duramax pickup or my diesel tractor.","Reviewed in the United States on June 1, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
ABSOLUTLY WONDERFUL VALUE,5.0 out of 5 stars,Amazon Customer,ITS A GREAT PRODUCT HAVE BEEN USING IT FOR TWENTY FIVE YEARS,"Reviewed in the United States on April 12, 2022",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good product,5.0 out of 5 stars,Amazon Customer,Been using great stuff,"Reviewed in the United States on May 30, 2022",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Only the best,5.0 out of 5 stars,Andrew Tamburelli,I only run Rotella T in my diesel trucks. Take care of your vehicle and it will take care of you. 6.6liter Chevy Duramax,"Reviewed in the United States on November 17, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It's oil what do you expect,5.0 out of 5 stars,Chris,It's oil for your truck what do you expect it to glow pink for you. It works and doesn't hurt my mpg ... I get 21 mpg in my 2020 F350 6.7 TREMOR  it works.,"Reviewed in the United States on July 2, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good Product,5.0 out of 5 stars,Amazon Customer,Good product,"Reviewed in the United States on May 29, 2022",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
How fun can oil be.,5.0 out of 5 stars,Willis Ponder V,Does the job.,"Reviewed in the United States on March 14, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
thanks,5.0 out of 5 stars,abdul,thanks,"Reviewed in the United States on March 12, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
The best for diesel,5.0 out of 5 stars,Cookie Monster,This is the stuff I use in my diesel tractor. Put in the good stuff and she'll last.,"Reviewed in the United States on January 1, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Perfect oil for power equipment,5.0 out of 5 stars,Placeholder,"Used this oil on all my power equipment in Florida, pressure washer,  generator, and air compressor.  So far so good! Great value!","Reviewed in the United States on December 19, 2022",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
good,5.0 out of 5 stars,Skoolie Builder,good,"Reviewed in the United States on January 24, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
good product,5.0 out of 5 stars,Paulino Nun Ez,can go wrong with this product and is decently price,"Reviewed in the United States on October 1, 2022",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Good oil, all oil shipped",5.0 out of 5 stars,Benjamin,"This, in my opinion, is the best diesel engine oil out there. I only recieved (1) of the (3) gallons total though.. Will update this review if they send me the balance... Updating... the final 2 gallons were recieved. Thank you!","Reviewed in the United States on May 7, 2022",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great oil 99 Jeep Cherokee 4.0 I-6,5.0 out of 5 stars,Ryan,"I use this in a 99 Jeep Cherokee 4.0 Inline 6, in South Florida temps.
It runs smoothly, and I'm always satisfied. That's what she said. I change my oil every 3k miles, so the longevity factor beyond then is irrelevant to me, but I honestly wouldn't lose any sleep if I went past it either. I've switched to Rotella maybe 5 years ago and haven't looked back.","Reviewed in the United States on May 6, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Your 7.3L will run so much smoother and quieter!!,5.0 out of 5 stars,tml9170,"My New TO Me, 2001 F-250 really loves this oil.  I was told the other guy ( actually gal) was using Rotella dino oil  all its life.  I put in this oil and it was like whammmmm,  quiet and smooth and she runs smoother.  The lady who had it said she never sounded like that for me.  I told her that syn blend oil is fantastic oil.  She wanted her back. Needless to say im keeping her.  Only 1000,000 miles on her and in mint shape.  This new T5 does what is says and the 7.3's really do sound much better and run smoother.  I own a 97 and a 2001.  They both love this oil!!","Reviewed in the United States on June 30, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
I’ve used this product many times and it’s what I trust to protect my truck’s engine.,5.0 out of 5 stars,Oldandrestless,"The cost of the product is 25% higher than in the past, but those are the times we are in right now.","Reviewed in the United States on May 19, 2022",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Price no good,4.0 out of 5 stars,duan,Price not good,"Reviewed in the United States on March 20, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It was good,4.0 out of 5 stars,d700my6 sendi,Nice 👌,"Reviewed in the United States on November 14, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good Price,4.0 out of 5 stars,TJ,"Arrived late and some confusing emails with revised shipping information but its here, it works and I'm happy","Reviewed in the United States on January 23, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
What was needed,4.0 out of 5 stars,Ronald W Jagodnik,What was needed,"Reviewed in the United States on August 17, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"great price, not too good packaging",4.0 out of 5 stars,Dr.ANGEL M. TORRES,"great price , not too good packaging","Reviewed in the United States on July 4, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Four Stars,4.0 out of 5 stars,Larry Wheeler,Very good oil...extends oil change mileage,"Reviewed in the United States on May 20, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
FAST,4.0 out of 5 stars,Dave,IT WAS GOOD PRICE .DELIVERED FAST.,"Reviewed in the United States on February 10, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Four Stars,4.0 out of 5 stars,seferino valdez,great price,"Reviewed in the United States on July 3, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Four Stars,4.0 out of 5 stars,giancarllo cutillo a.,Good,"Reviewed in the United States on July 26, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Four Stars,4.0 out of 5 stars,Kyle Wagner,Good product,"Reviewed in the United States on March 16, 2017",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_3%3FpageNumber%3D3%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Very reliable product.,5.0 out of 5 stars,Swado,The Shell Rotella T oils have been used by me & multiple motorcycle riders that I know.  I have not had any problems and my clutch/transmissions all seem to work just fine.  I will continue to buy and use this oil.,"Reviewed in the United States on June 3, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Use it for my Kubota.,5.0 out of 5 stars,coasttoast,Been using this for some time now. I change the oil every 200 hours on my L3901. Says to do it every 400 hours but I do it every 200 hours. This oil is one of the best on the market. Great price and I will be buying it again.,"Reviewed in the United States on May 21, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Best price and shipped sealed and safe!,5.0 out of 5 stars,Rich S,I've purchased oil type products before and had leaky packages but this price beat local competitors and was perfect!,"Reviewed in the United States on May 16, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Best Diesel oil,5.0 out of 5 stars,R,"We use this motor oil in our diesel trucks , have never had any issues. Holds up extremely well and Rotella has been on the market for some time.","Reviewed in the United States on May 2, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Excellent,5.0 out of 5 stars,jayson,I'd buy it again,"Reviewed in the United States on May 22, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
