title,rating,username,description,date,image_urls,asin_number
Great,5.0 out of 5 stars,Rick,"Great product, price & delivery","Reviewed in the United States on July 24, 2023",,
Go's the distance,5.0 out of 5 stars,Keith P,I've been using this oil for many years and it keeps motors running longer than the cars will last. Great oil!,"Reviewed in the United States on July 15, 2023",,
Best of the kind,5.0 out of 5 stars,Anton,Sold my acura with 215k miles on it and only alive part of it was a motor. 100k of every day abuse in nyc. Floored it every time. Change oil every 3k.,"Reviewed in the United States on July 8, 2023",,
special order,5.0 out of 5 stars,Omar Dominguez,this was a special order for a customer. Came in pretty quick and customer was satisfied.,"Reviewed in the United States on July 26, 2023",,
Excellent value for synthetic oil,5.0 out of 5 stars,Rob Rock,Perfect for my motorcycle,"Reviewed in the United States on August 4, 2023",,
Great quality oil at a fantastic price,5.0 out of 5 stars,Michael W. Lamb,Quick delivery and cheaper than the same oil at Walmart!,"Reviewed in the United States on August 3, 2023",,
Good quality oil,5.0 out of 5 stars,Charles R.,Used this for years in all my toyotas. Good stuff.,"Reviewed in the United States on July 26, 2023",,
Don't unload box in the dark,4.0 out of 5 stars,J. C.,"It's oil.  Reason I get it from Amazon is because it is a little cheaper than the local big box and the local stores are always out of this type.  I got six jugs this time (long commute) and they broke the order into 5+1 due to hazmat rules, no biggie.  I am writing this review as a word of warning that the box that had the 5 jugs in it had 1 jug with a pin-size hole leak in it, I am assuming from the warehouse since the safety bag in the box did not leak at all (+1 for backup plan).  I arrived home after dark and decided to unload the box into my garage before going in the house.  I could not see into the box and just grabbed 2 jugs and went.  Going back for more is when I realized I had a leak.  Looking down I noticed a hand-size oil mark on my slacks. Moral of the story, don't unload oil in your good clothes.","Reviewed in the United States on November 21, 2015",https://images-na.ssl-images-amazon.com/images/I/71fWjKHL8mL._SY88.jpg,
#1,4.0 out of 5 stars,R  fisher,"Fast and on time. Obviously everybody knows mobile one synthetic is number one. I buy the 10,000 mile guaranteed synthetic because I change it every 7500 so the other oil was a waste of money if you were going to leave oil in your car for 15,000 miles, I don’t think it’s good","Reviewed in the United States on July 11, 2021",,
Thumps up,4.0 out of 5 stars,Ibraham,Thumps up,"Reviewed in the United States on July 3, 2022",,
"Good Oil, Good Price",4.0 out of 5 stars,yootzee,"I'm not an oil / lube geek.  But, from the numbers and reviews I've seen, Mobil 1 syn is good quality, especially for the price point.  $25 is about right, and is about what my local Walmart is carrying it for as well.  I usually pick it up from there vs. online.  However, they've started reducing stock on filters, and filter brands and no longer carry what I like for my cars (Wix).  So, when I saw it here for the same price, just got everything I needed for all my cars here at one time.  I was a little worried about leakage as the condition of many of the boxes I receive from Amazon look like they've been drop-kicked the back of the truck.  But, everything came in okay.","Reviewed in the United States on February 24, 2018",,
Excellent Value,4.0 out of 5 stars,DeeJay SKY,very convenient for me instead of running around looking for this synthetic fluid for my SUV,"Reviewed in the United States on March 23, 2022",,
good for,4.0 out of 5 stars,Simyan,good,"Reviewed in the United States on May 24, 2022",,
Mobil1 makes good oil,4.0 out of 5 stars,A.B.,I’ve always used Mobil1 synthetic oil and never been disappointed. I will continue to use it in my Toyota Tundra and help keep that workhorse running nicely.,"Reviewed in the United States on November 30, 2021",,
Get what you pay for..,4.0 out of 5 stars,Country Boy,I trust this stuff. Pricey up front. Hope the mileage estimates are accurate. Be sure to buy a top quality filter though!,"Reviewed in the United States on January 13, 2022",,
I only put Mobile 1,4.0 out of 5 stars,Noe,Would have put 5 stars but package was delayed a few days. But arrived and happy.,"Reviewed in the United States on February 16, 2022",,
Favorable price.,4.0 out of 5 stars,Abby,"The price of this product is very favorable, and the express delivery speed is also fast.  I am very satisfied.  But I think its packaging needs to be improved to make it safer during transportation.","Reviewed in the United States on June 30, 2021",,
Three Stars,3.0 out of 5 stars,Leanne jones,Could of been packaged better.  Bottle was leaking when arrived.,"Reviewed in the United States on August 15, 2016",,
Three Stars,3.0 out of 5 stars,Public name,"Cheaper at Walmart, no complaints otherwise","Reviewed in the United States on January 19, 2017",,
Three Stars,3.0 out of 5 stars,Amazon Customer,good,"Reviewed in the United States on May 28, 2017",,
Three Stars,3.0 out of 5 stars,Diana J.,"I received a different grade, order 0W-40 received 10W-30","Reviewed in the United States on December 20, 2015",,
Not impressed.,3.0 out of 5 stars,CuRoi,I am not really impressed. Didnt really help.,"Reviewed in the United States on January 9, 2016",,
The rebate still waiting to come,3.0 out of 5 stars,raymondmwong,I love it.but I still waiting for the rebate.,"Reviewed in the United States on July 7, 2015",,
Three Stars,3.0 out of 5 stars,aterveen_1487,Ty,"Reviewed in the United States on January 22, 2016",,
Benz C250 2013 - will have to reconsider,3.0 out of 5 stars,Dionisio L Yang,"Updated review:  I didn't switch to save $$, I switched thinking 0w40 full synthetic must be better than 5w40 OEM benz oil which is only a blend.  I might have to give this another chance in the future.  I thought it burned faster than the OEM oil, but I discovered that result was flawed since it ended up being another problem that burned the oil.
However, still not too happy about how fast the oil got dark compared to the OEM oil.","Reviewed in the United States on March 18, 2022",,
Not the Best,3.0 out of 5 stars,"Einstein, WV","This is a good synthetic oil but in tests done it has the lowest temperature rating of all the synthetics tested, which means it gets hot fast. The number one oil and the one I have used for years is Amsoil. It has the highest temperature rating and I can go 8-10 thousand miles between changes. I know one mechanic who uses it and just takes the filter off mid year and empties it and fills it with clean Amsoil. Then at the end of the year he changes the oil and filter. So far no problems. It costs a lot more but you know what they say ""you get what you pay for"". I don't always go by this but in this case I wholeheartedly agree. Saves a lot of time and your engine.","Reviewed in the United States on November 18, 2017",,
"Try Castrol Magnate, its Amazing.",3.0 out of 5 stars,ROBERT,"Well, After first 45 K miles I start putting this oil and Always thinking the Best, Never can't get rid of the Valve tic on my Car. All this time Paying so much for nothing Until I bough Castro Magnate Synthetic oil; WOW. My car Sound so Nice and Smooth and the Tic tac noise from valves is GONE
----  Now I buy only Castrol Magnate Synthetic 5w20 or 5w30; Its Amazing what it Did in my Car.
-----  65 K Miles putting Mobil one to my Car for Nothing with so High Prices .
THIS IS NOT AN ADVERTISEMENT AGAINST MOBIL ONE, ITS MY EXPERIENCE . IT DOESN'T IMPRESE ME Mobil one","Reviewed in the United States on June 16, 2018",,
"oil is good stuff, but i used to order it through ...",1.0 out of 5 stars,Tony Ellis,"oil is good stuff, but i used to order it through here for about $25.  It appears in the last few months it jumped to $40.  no thanks, i'll buy else where.","Reviewed in the United States on June 5, 2016",,
"short one quart of oil, I had to go ...",1.0 out of 5 stars,johnny dash,"short one quart of oil, I had to go out and buy another quart of oil for my Sonata 2011.","Reviewed in the United States on April 27, 2018",,
FRAUD,1.0 out of 5 stars,Gregory Doran,There were 4.3 Quarts of oil in this 5 quart container & appears the cap was tampered with.,"Reviewed in the United States on November 18, 2017","https://images-na.ssl-images-amazon.com/images/I/718D1fTzX8L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81H9bDaVAGL._SY88.jpg",
Mobil didn't honor rebate,1.0 out of 5 stars,Sunny,Mobil didn't honor their rebate for oil purchased at Amazon.,"Reviewed in the United States on June 5, 2019",,
"Awful shipping, great product.",1.0 out of 5 stars,Aaron L. Sliski,"Great product but took 2+ weeks to show up at my door, when it said prime..... there is no better oil than this","Reviewed in the United States on July 17, 2017",,
Leaks,1.0 out of 5 stars,Sarah,Leaking upon arrival,"Reviewed in the United States on February 25, 2020",,
Mobil 1 changed formula which fails to meet BMW specifications ...,1.0 out of 5 stars,Pokey,Mobil 1 changed formula which fails to meet BMW specifications. I actually returned five gallons due to the misleading graphic,"Reviewed in the United States on August 31, 2016",,
Buyer Beware,1.0 out of 5 stars,ergo,"When I went to use the product, I found the seal had been ""neatly"" replaced under the cap  and approximately one quart of oil had been used from the container. Beware.","Reviewed in the United States on February 21, 2016",,
"Why Bother With Reviews, Amazon deletes the truth when it hurts.",1.0 out of 5 stars,Ex_AMAZON-CUSTOMER_Started2009_ENDED_2017.RIP.ROUND3,"Why Bother With Reviews, Amazon deletes the truth when it hurts.","Reviewed in the United States on February 11, 2017",,
"Loose Cap, Big Mess!",1.0 out of 5 stars,Jarvis Sheridan,A cap was loose on one of the oil bottles. Just a small amount of oil leaked out but it created a large mess.,"Reviewed in the United States on June 2, 2016",,
"It's Mobil synthetic oil,",5.0 out of 5 stars,Amazon Customer,What's there to say?  it didn't leak in shipping I guess.,"Reviewed in the United States on July 20, 2023",,
Only oil I use and will always use,5.0 out of 5 stars,Omar Zain,Amazing performance…….,"Reviewed in the United States on August 5, 2023",,
Good product,5.0 out of 5 stars,frank,I use mobile 1 oil all the time. Never had any problem,"Reviewed in the United States on August 2, 2023",,
Number 1,5.0 out of 5 stars,Falah Aljaf,"Always with mobile 1 specially this 0w30 is very good for my car ,I did change oil and filter every 6000 mile instead of 10000 that make me fell not worry about my engine.","Reviewed in the United States on July 10, 2023",,
Impressive N/A-Engine performance!,5.0 out of 5 stars,MikesDuneRunnerSLS,"(I've only used this Mobil 1 OW-30 AFE in naturally aspirated vehicles) This oil has been a true proven performer for me! Has great heat protection! It's been a particularly good replacement for the 0W-20 Toyota oil spec on my 5th Gen 4Runner. I like this 30 weight protection because it's setup to climb sand dunes. Climbing dunes all day builds a lot of heat! Even as a 30 weight the engine is very quiet like it should be on cold engine startup. In my opinion, this is the best passenger car motor oil Mobil 1 makes.","Reviewed in the United States on June 5, 2023",,
Good price,5.0 out of 5 stars,good quality,"nice price, and on time delivery. never have issue with their product","Reviewed in the United States on July 22, 2023",,
Quiet happy engine,5.0 out of 5 stars,Brad,It makes the Mercedes i4 m274 engine way more quiet and smoother vs the genuine oil and castrol oils,"Reviewed in the United States on July 22, 2023",,
as advertised,5.0 out of 5 stars,e.chow,good price just enough for my Toyota Rav oil change of 4.8 quarts,"Reviewed in the United States on July 22, 2023",,
Full synthetic,5.0 out of 5 stars,James Chandler,Working well,"Reviewed in the United States on July 25, 2023",,
Mobil 1 🛢,5.0 out of 5 stars,Big Slim,"It's hard to know if something is really working if while it's working you can't see it. / while I'm driving I can't see in the Engine, in other words......  but going by results only -  I've been using Mobil 1 oil in my car for years with no issues . I change my oil & filter once a year on time .  Mobil 1 Oil allows you to like your mechanic,  but from a far distance!  Pay now 💰  or Pay later 💵 .","Reviewed in the United States on June 17, 2023",,
Easy to use.,4.0 out of 5 stars,dan mancillas,Good Value.,"Reviewed in the United States on August 25, 2022",,
It's Mobil One a trusted source,4.0 out of 5 stars,Billgon,"The key to long trouble free engine life is frequent oil changes with a top quality oil (5000 miles max). This is a full synthetic oil and should perform well. I have a 2011 GMC Terrain with 200,500 miles and have not had any issues with using this oil and trust the Mobil Brand.","Reviewed in the United States on September 28, 2021",,
Product arrived on date promised.,4.0 out of 5 stars,EDDIE STEVENS,The box that the oil came in was pretty damaged but the product itself was undamaged.,"Reviewed in the United States on May 14, 2022",,
Over all good,4.0 out of 5 stars,Afzal Ghumman,Over all good,"Reviewed in the United States on August 9, 2022",,
Good product,4.0 out of 5 stars,Christopher Walcott,What i like about this product is the full synthetic of this motor oil. I use it in my high mileage engine,"Reviewed in the United States on March 1, 2022",,
thank you...,4.0 out of 5 stars,yong kun,thank you...,"Reviewed in the United States on August 6, 2022",,
2nd to royal purple,4.0 out of 5 stars,Scott H.,"Not as good as royal purple,  but is a bit cheaper","Reviewed in the United States on May 15, 2022",,
good,4.0 out of 5 stars,jerzy narzynski,very happy,"Reviewed in the United States on July 18, 2022",,
"It's not 100 percent synthetic,from what I have learned.",4.0 out of 5 stars,Tim f.,"It says full synthetic,but I have learned it's not,100percent  synthetic.100 percent will cost twice as much.its their play on words that tend to deceive you.","Reviewed in the United States on February 2, 2022",,
Heard that it was great reviews,4.0 out of 5 stars,Amazon Customer,I heard great reviews about the product!,"Reviewed in the United States on June 4, 2022",,
Not made to keep you going.,3.0 out of 5 stars,Mobe,It lasts only around 2000 miles.,"Reviewed in the United States on December 21, 2019",,
Cheaper at Walmart,3.0 out of 5 stars,Ben,Love this oil however you can get this significantly cheaper at Walmart 25$,"Reviewed in the United States on November 25, 2018",,
Three Stars,3.0 out of 5 stars,HONG HUYNH,"WHY PEOPLE BUY MB1 , BECAUSE ALL THEY KNOW IS THE NAME MB1","Reviewed in the United States on June 16, 2018",,
"Hey, what do you expect.... ...",3.0 out of 5 stars,PoppaV,"Hey, what do you expect..... it's motor oil.  It's not gonna save a broken engine, but it will keep it from breaking.","Reviewed in the United States on October 7, 2016",,
Medium product,3.0 out of 5 stars,Asghar,Not too bad,"Reviewed in the United States on June 19, 2023",,
Don't use in cold weather with a Mini Cooper.,3.0 out of 5 stars,Mark,Doesn't work in cold weather with my Mini Cooper.,"Reviewed in the United States on February 3, 2018",,
Good but prefer Valvoline,3.0 out of 5 stars,B Town,Ok motor oil. Switched back to valvoline and like that better.,"Reviewed in the United States on August 18, 2017",,
Three Stars,3.0 out of 5 stars,jery,"Great product, lower price at Sam's Club for 6 quart pack for $37.40","Reviewed in the United States on February 8, 2017",,
"The same, but for more money",3.0 out of 5 stars,Marcus Allman,To me it seemed essentially the same as regular old mobile one synthetic.,"Reviewed in the United States on November 12, 2016",,
Three Stars,3.0 out of 5 stars,cdb4,good price,"Reviewed in the United States on March 8, 2018",,
First time,1.0 out of 5 stars,Alasgar Zada,first time I saw this kind of label. I don't now this original oil,"Reviewed in the United States on February 10, 2021",https://images-na.ssl-images-amazon.com/images/I/A15XwttZL3L._SY88.jpg,
Great if you are looking to have 2 quarts of Mobil 1 oil on your driveway!,1.0 out of 5 stars,Todd Sheffer,I purchased 3 containers of Mobil 1 oil and I was hoping to use it in a car however approximately 2 quarts were spilled on my driveway. I can't figure out how to get it off of my driveway and into my car so I guess it wasn't a good deal after all.,"Reviewed in the United States on February 12, 2016",,
I order 4 Gallon I got only 2 gallon they charge me for 4,1.0 out of 5 stars,Ferman Ahmed,,"Reviewed in the United States on August 31, 2021",https://m.media-amazon.com/images/I/B1Lj-Z2YcCS._SY88.jpg,
Idiotic!,1.0 out of 5 stars,Kindle Customer,Who puts three 5 gallon oil bottles into a single flimsy box!??? This was dumped in pieces on my doorstep. I feel lucky the oil bottles didnt leak! Idiotic!,"Reviewed in the United States on April 11, 2018",https://images-na.ssl-images-amazon.com/images/I/81wzenh692L._SY88.jpg,
Que seA original,1.0 out of 5 stars,Jorge nunez,No es original,"Reviewed in the United States on April 22, 2021",,
"Amazon, why are you selling outdated oil?",1.0 out of 5 stars,Mort,"This has a API rating of SL.  That was approved in 2001.  Come on, that was out dated in 2004 with the introduction of the SM rating.  I thought Amazon would move enough product to sell oil with a current rating.","Reviewed in the United States on November 9, 2015",,
Caution got Shortchanged!,1.0 out of 5 stars,Sasafracas,"Just received order, ordered 6 received 4, loosely in xl box with 2 oil filters ( paper inserts) oil jugs could have crushed filters.","Reviewed in the United States on March 25, 2019",,
WRONG KIND OF OIL,1.0 out of 5 stars,The Young cable,"I ordered the 0W-40 full synthetic Mobil 1.  I received the 10W-30 high mileage synthetic oil, which is totally not the same oil.  One star is too generous already.","Reviewed in the United States on March 16, 2018",,
Not the same as pictured,1.0 out of 5 stars,Jmini,Purchased two bottles but they were different from the one that was pictured did not say for Honda and Toyota. Going to return them and get them at Walmart. Great oil I use it in all my vehicles.,"Reviewed in the United States on March 18, 2017",,
Also bought it in town for 7.00 less each.,1.0 out of 5 stars,jeffrey combs,"Product is awesome, I use it in all of my cars. . Cancelled the order. But a few days later, the oil came anyway.","Reviewed in the United States on September 8, 2018",,
Great oil,5.0 out of 5 stars,Tyler Scott McHenry,Oil is great for your car. Great price as well compared to store,"Reviewed in the United States on July 31, 2023",,
It’s oil,5.0 out of 5 stars,Jonathan H.,"It’s oil, it works, I have used this for years with no issues.","Reviewed in the United States on July 31, 2023",,
Can't hear my car running,5.0 out of 5 stars,Panagiotis,"I have been using this since my very first oil change in 2010 with my brand new Nissan Altima 3.5SR. I change the oil, with the Mobil1 filter, every 6 months or roughly 5k miles. The car gets the same gas mileage it did on day one and you can't hear it when it's running (unless it's freezing and I just started it of ocurse). My car has 145k miles and it just keeps going!","Reviewed in the United States on June 17, 2023",,
Works great on my car,5.0 out of 5 stars,Rock Siler-Wurst,Love this product.  Use every 20k or yearly on my 07 accord,"Reviewed in the United States on July 24, 2023",,
Great product,5.0 out of 5 stars,Rich,Mobile 1 is a great product. It keeps my car running smoothly 👍🏻,"Reviewed in the United States on July 26, 2023",,
Best oil available,5.0 out of 5 stars,Beldar,I have always bought this but until recently only available at big box store. Thanks Amazon,"Reviewed in the United States on July 21, 2023",,
Excellent Oil,5.0 out of 5 stars,Ronald Alexander,Excellent oil at a great price.,"Reviewed in the United States on August 1, 2023",,
Its oil,5.0 out of 5 stars,AJ,Not much to say it works,"Reviewed in the United States on July 27, 2023",,
It's oil,5.0 out of 5 stars,boomer,Engine,"Reviewed in the United States on August 10, 2023",,
Cheaper than Orielly's,5.0 out of 5 stars,michael baugh,Good price.,"Reviewed in the United States on July 28, 2023",,
The best product,4.0 out of 5 stars,Stan the Man,Use on my old car And makes it run better,"Reviewed in the United States on September 3, 2022",,
Average Cost,4.0 out of 5 stars,Martha Mulnix,"You'll pay about the same here as you would anywhere else, but not poor quality. You just have to wait for it to arrive instead of getting it the same day.","Reviewed in the United States on April 28, 2022",,
Highly recommend,4.0 out of 5 stars,DC,We own many vehicles - have used Mobil 1 full synthetic for years & it has served us well. I drive about three times the “average” and my husband drives 375 miles/week for work. This costs more but we feel it’s worth it (and my husband is a certified mechanic).,"Reviewed in the United States on March 3, 2022",,
No estoy del todo satisfecho por lo explicado en la reseña escrita,4.0 out of 5 stars,Jorge Rodriguez,"Este producto que me llego no es exactamente el que esta en la imagen de Amazon que dice 10000 millas garantizadas, vino en otro pomo de coloración azul el cual no especifica las millas que puede usarse, por favor distribuir exactamente el producto que se muestra en la imagen de Amazon y no supuestos equivalentes","Reviewed in the United States on February 1, 2022",https://m.media-amazon.com/images/I/71RiSo8DZPL._SY88.jpg,
Good oil,4.0 out of 5 stars,Ross C. Thoms,"No mileage improvement, but Mobil One is a quality oil and I don't expect problems","Reviewed in the United States on July 16, 2022",,
Looking for a better quality.,4.0 out of 5 stars,Alex G.,"I purchased the mobil 1 extended performances motor oil to replace the oil in my 2016 Altima and 2015 Subaru Forester. The one i previously used was the regular 0W-20 for 10k miles. I can't really tell the difference in performance at the moment, everything runs the same. Will keep an eye on it periodically to see if there are any changes in color and level. The oil I had in my cars previously was the same level after 10k miles,  will see how this one performs.","Reviewed in the United States on September 1, 2021",https://m.media-amazon.com/images/I/812Xz6qE3GL._SY88.jpg,
Being Picky I guess.,4.0 out of 5 stars,Siddigger,"Do not know what is going on here. I have 3 5 quart. I always shake mine to make sure I get all the additives. That's where I noticed a difference. This one I just got is just like water and my others are noticely thicker. It is 45 degrees so easier to tell. This is like 0w-30 not 5w-30 when shaking. Do not know if it is poor quality control by Mobil, improvement or what. Been using Mobil after switching from Amsoil hype for years and happy. No big deal I suppose but sending it back. FYI, this the only 100% Syn by VOLUME that Mobile makes I think. Over 17% Syn and you can call it 100% syn oil by Feds. The 17% is 100% as they say. Mobile One I think is a blend and that's why I also use that in another vehicle. See how this goes and might go back to Mobile One blend. I also use Schaeffer oil advailable on Amazon I think, in my Harley and very very impressed.","Reviewed in the United States on October 26, 2017",,
Reliable transmission protection and engine performance,4.0 out of 5 stars,Jeremy K. Stoltzfus,"I've been using Mobile 1 synthetic oil and filters on a used vehicle for over 10 yrs and 150,000 miles. I've had no transmission or severe engine performance issues yet. Any auto issue was a result of outside influence and not related to the performance of the automobile parts/functions impacted by the application of Mobile 1 engine oils or oil filters. As an automobile operator I would recommend Mobile One oil and filters for most standard or high mileage automobile owners and operators based on a 10,000 - 20,000 mile per year non-hauling usage.","Reviewed in the United States on February 21, 2021",,
Seems to be like any quality oil.,4.0 out of 5 stars,Greener,Seems to be like any quality oil.,"Reviewed in the United States on September 16, 2022",,
"Reasonable Price, so keep to 5K miles interval",4.0 out of 5 stars,J. Brown,"Reasonable Price, so can Keep to a schedule of oil changes at reasonable mileage intervals of every 5k or so (15k is rather extreme).","Reviewed in the United States on April 4, 2022",,
The picture on the bottle looks like it has a 2 in front of the Dexos ...,3.0 out of 5 stars,Marty/Sue,Oil took longer to receive than expected. The picture on the bottle looks like it has a 2 in front of the Dexos logo but it is a 1 with a little symbol that make it look like a 2. Luckily I have one vehicle that can use Dexos1 but I thought I was getting Dexos 2  which my other vehicle requires.,"Reviewed in the United States on April 18, 2017",,
I don't get any lifter noise though and it starts easy in the winter,3.0 out of 5 stars,Joe,"It's ok, I'm running it in my Miata and the VVT sticks a bit in it. I don't get any lifter noise though and it starts easy in the winter.
Will be switching to Shell Rotella T6 which I run in the bike (as it's higher detergent). Good for the price though.","Reviewed in the United States on February 19, 2018",,
To much,3.0 out of 5 stars,Troy weber,Save your money 💰,"Reviewed in the United States on August 25, 2021",,
Was a great price several months ago,3.0 out of 5 stars,Jenny G.,"Was a great price several months ago.  Now I'm ready to buy again and price has almost doubled.  I can get it much cheaper from Walmart or Ebay and even my local auto parts stores.  Too bad, was a great way to get a great oil and a good price.","Reviewed in the United States on February 4, 2017",,
Doesn last 15k as said,3.0 out of 5 stars,Gary V.,"Good oil I think... but does not last 15k miles. After 8,000 miles I healed my oil levels and it was completely dry. It hasn’t been leaking anywhere because there are never oil spots on the concrete where I park. Good but not great oil.","Reviewed in the United States on August 17, 2018",,
Oil had to be changed at 6K miles.,3.0 out of 5 stars,RJP,"No advantage for my 5.4 F150. Oil looked and smelled bad and had to change.
I have my vehicle serviced often and my ignition system was updated with new plugs and coil packs.
Oil broke down quickly and used more of it than the Motorcraft 5-20 semi synthetic.
I won't buy again.","Reviewed in the United States on May 23, 2017",,
price is so good but everytime when i got the oil,3.0 out of 5 stars,Amazon Customer,"price is so good but everytime when i got the oil...always one of the oil is leaking...i know is shipping problem but i hope next time you guys will pack better, tighter! thats second time leaking...thx!","Reviewed in the United States on January 8, 2018",,
The Good..,3.0 out of 5 stars,Laure Bruner,The Good....superb product. Would not use any other...the bad...post office delivery that left a mess on my porch....should fire the jackwagon who did this.,"Reviewed in the United States on June 8, 2017",https://images-na.ssl-images-amazon.com/images/I/71UT99zOUbL._SY88.jpg,
Good oil,3.0 out of 5 stars,RASHID ali,"Good oil good name , but I see Nissan 0/20 full synthetic better this mobil one i have 36 year experience never buy again go Nissan new lounch 0/20","Reviewed in the United States on October 29, 2017",,
best oil for high milage,3.0 out of 5 stars,Edgar1251,works really good on old engines,"Reviewed in the United States on March 17, 2020",,
Will not last 15K,2.0 out of 5 stars,Fred,"Good oil but hate the false claim of lasting 15k miles. If all you drive is highway miles then it might but i drive 50/50, city, highway, and found metal shaving in the oil when i tried to the 15k interval. I do all of my own oil changes and have never seen metal shaving in my oil before.","Reviewed in the United States on March 16, 2019",,
Two bottles leaked in storage,2.0 out of 5 stars,Doorman,"Oil is fine, but I have had two 5L/gallon bottles leak in storage - what a mess!","Reviewed in the United States on December 19, 2021",,
"Meh, just get the regular stuff",2.0 out of 5 stars,Jack,"My honda civic burns this oil up, by the time my next oil change comes around I've used up another quart, or 25% more oil. I had to check it all the time too because of this. I went back to extended or regular Mobil 1 synthetic and haven't had that problem, never added a drop. I also didn't notice any change in my MPG.","Reviewed in the United States on May 31, 2017",,
The oil is good. The price is not,2.0 out of 5 stars,Michael Reali,The oil is good.  The price is not.  At a leading very large Arkansas-based retailer nearby I get this same product at 60% of this price.  Yay on the product...boo on the price.,"Reviewed in the United States on March 15, 2015",,
This oil is made in China. Not good.,2.0 out of 5 stars,Rob S,Made in CHINA???,"Reviewed in the United States on August 17, 2016",,
"Llegó abierto, saliéndose el aceite.",2.0 out of 5 stars,Franc Perdomo,"
                    The media could not be loaded.
                
 Desgraciadamente el recipiente llegó abierto, botándose el aceite.","Reviewed in the United States on April 20, 2023",,
Oil was opened a quart low,1.0 out of 5 stars,Monua L. Cary,"Note to self, dont order oil from Amazon","Reviewed in the United States on March 3, 2022",,
They don't honor their own rebates.,1.0 out of 5 stars,E. B. Lamberts,"I've stopped using Mobil 1 products.  They are always offering really good rebates, but never seem to get around to paying them.  Fool me once shame on you, fool me twice shame on you.  Never again!","Reviewed in the United States on June 23, 2019",,
MOBIL 1 Ext Perf Oil IS GREAT !!,1.0 out of 5 stars,FloridaWen,"The product is great, I have used MOBIL 1 synthetic oils for over 40 years, never had any problem with orders until this order.  My oil NEVER ARRIVED and the tracking number provided was totally incorrect !!","Reviewed in the United States on April 12, 2019",,
The container is leaking!!!,1.0 out of 5 stars,James L. Wilson,There was oil inside the box.  It turns out it was leaking.,"Reviewed in the United States on July 21, 2021",,
2 of 4 had leak and made a horrible mess in the stairs .,1.0 out of 5 stars,Mehdi,lids are all loose,"Reviewed in the United States on December 8, 2021",,
Oil leaked in the shipping box.,1.0 out of 5 stars,Hermit,"box soaked with oil,leaking outside.","Reviewed in the United States on November 24, 2021",,
Dint expect that from mobile 1,1.0 out of 5 stars,Juan Carlos cibrian,"After 2000Miles the oil was dirty
Amazon synthetic really stayed clean till 4000Miles","Reviewed in the United States on July 9, 2021",,
Received  the oil and it was leaking container damaged.,1.0 out of 5 stars,Dean Anderson,leaking plastic container.,"Reviewed in the United States on January 15, 2022",,
Good productn n,1.0 out of 5 stars,Pinecone,Not sure yet.,"Reviewed in the United States on January 12, 2022",,
Broken merchandise-,1.0 out of 5 stars,Son L.,Broken - oil,"Reviewed in the United States on October 8, 2021",,
Mobile is an excellent product,5.0 out of 5 stars,wastingtime112,"I've used Mobile in my Mercedes for years, I decided to begin using it in my Volvo, it's a very excellent product, protects the engine and is a great value for the money.  You can trust the name and the quality of Mobile products.","Reviewed in the United States on July 20, 2023",,
It works,5.0 out of 5 stars,Kev J,This very good product to use,"Reviewed in the United States on August 9, 2023",,
Oil,5.0 out of 5 stars,kim m glazier,Good oil,"Reviewed in the United States on August 15, 2023",,
Mobil 1,5.0 out of 5 stars,Wayne from Florida,I have used this oil in my vehicles for some time now. I drive my vehicles somewhat hard and this oil performed great. I have not had any oil related failures to engine components and interior of engine remains clean and sludge free.,"Reviewed in the United States on July 19, 2023",,
cheaper than Walmart (if they have it in stock) and Autoparts store.,5.0 out of 5 stars,MLB,For my 2016 Subaru Forester,"Reviewed in the United States on August 11, 2023",,
No need to line up at Walmart,5.0 out of 5 stars,Joelle,It was delivered to my front door for the same price as WMart. With no hazzle of going in line at the register. 5 star.No need to review the product since I only use this for my Prius.,"Reviewed in the United States on July 16, 2023",,
Change it @ 5000 miles.,5.0 out of 5 stars,cindy lewis,"266,000 miles and counting","Reviewed in the United States on July 28, 2023",,
Mobile one high mileage synthetic oil,5.0 out of 5 stars,crackpot,My car is due for an oil change and have used mobile one oil before. Great product,"Reviewed in the United States on July 26, 2023",,
Very good 👍,5.0 out of 5 stars,Yasir Abdalla,I like it,"Reviewed in the United States on August 7, 2023",,
Great Product!,5.0 out of 5 stars,Paul,Great Product!,"Reviewed in the United States on August 13, 2023",,
it works,4.0 out of 5 stars,ralph comegys,very good,"Reviewed in the United States on November 23, 2022",,
Great product.,4.0 out of 5 stars,Bill,"I have used Mobil 1 since it first came out. Great product. Shipping however needs improvement. Order placed August 2nd and finally came today, August 25th..","Reviewed in the United States on August 25, 2022",,
It's hard to be objective about motor oil...,4.0 out of 5 stars,A 21st Century Man,"...when you don't have lab results and/or equipment to prove that it's a good product. All I can say is that I've used Mobil 1 Synthetic for years and change the oil every 5,000 miles; our wheels' (motorcycles and cars) engines perform great (with no oil leaks), so I can't complain.","Reviewed in the United States on May 23, 2022",,
Quality product,4.0 out of 5 stars,Amazon Customer,Works well in my car.  Good price too.,"Reviewed in the United States on October 28, 2022",,
Great Value for M1,4.0 out of 5 stars,Prince Somorin,Mobil1 is the industry standard for value on synthetic oil. This is what th ebook called for on my MY09 Mercedes Benz GL450.,"Reviewed in the United States on August 4, 2022",,
