title,rating,username,description,date,image_urls,asin_number
Dirty oil,1.0 out of 5 stars,James,It was really black,"Reviewed in the United States on June 1, 2019","https://images-na.ssl-images-amazon.com/images/I/61AAC-hyGwL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61L0dPXMVqL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71AdkiS52BL._SY88.jpg",
Mal,1.0 out of 5 stars,Amazon Customer,Me devolvieron la clmpra,"Reviewed in the United States on August 16, 2019",,
One Star,1.0 out of 5 stars,Erhan,I thought this was a six pack .... that’s a rip off,"Reviewed in the United States on June 17, 2018",,
wrong bottles,1.0 out of 5 stars,Francine F,"Mine came in g he dark grey bottles, the pictures show yellow  bottle. I will be returning","Reviewed in the United States on March 12, 2017",,
Some of the best oil out there,5.0 out of 5 stars,Autobahn97,"This oil actually starts its life at a gas and is built up from there which is pretty cool but if you are specifically shopping for this oil you probably already know this.  It is supposed to have superior cleaning properties as compared to Mobile 1 oil which is more popular and less costly.  I only have 1000 miles on it so I can't comment if its better or not but my truck - 2013 F150 3.5L turbo EcoBoost is notoriously dirty - or the valves tend to get dirty which is common for modern Gas Direct Inject turbo engines because the gas is injected directly into the cylinder and not just out side of it like Multi point fuel injection.  The good news is direct inject is a bit more efficient however the bad news is that the gas does not have the opportunity to pass over the engine valves and clean them as gas is a solvent so engine oil will bake onto the vales and build up eventually causing problems.  The idea is this oil does better in the GDI turbo engine and bakes and cakes on to the valve less.  I'm not sure if its related to oil but the EcoBoost also chews up spark plugs - at least the ones in my truck so I replaced them at 30K miles and that make it run better too.  Anyway this is the theory behind this oil and why you would choose to pay more for it.  The best price I found was certainly on Amazon plus it shows up at my house in 2 days so a no brainer.  All and all I think I paid about $15 more for this oil than the Mobile 1 I previously purchased at my local warehouse club.  I'm not sure if it will make a big difference but for $15 more an oil change (I change my own oil) I figure enough people vouched for this oil, including ford mechanics,  that I would just give it a shot.","Reviewed in the United States on May 9, 2017",,
Always put this in my scatpack with confidence,5.0 out of 5 stars,Carlos,"i like this product overall since it’s recommended for srts, and it’s affordable in my opinion and i feel like it competes with other high end brands such as ams oil and purple. I also seen this oil being used in Hennessy which is ultra high performance engines putting out over 1000hp.","Reviewed in the United States on February 2, 2023",,
Best oil for my 5.7 hemi,5.0 out of 5 stars,Larry,Best oil on the market for the 5.7 hemi . Ram runs smooth as butter . If you have a 5.7 don’t hesitate buy this and never look back,"Reviewed in the United States on March 13, 2023",,
best oil for your $$$,5.0 out of 5 stars,rog7254,Best oil for your money,"Reviewed in the United States on April 9, 2023",,
First time shipped with no spills.,5.0 out of 5 stars,Yasen Angelov,"I think that this is the best synthetic oil considering the price and quality of the product. It was on sale for $20 bucks per 5 quarts and I bought 2 jags. This is the first time when I buy engine oil from Amazon that comes without any spills. In the past, every time I buy engine oil from Amazon, I got some bottles squished from the shipping and had to call Amazon customer service and deal with the issue.
Generally, I am not a brand loyal when it comes to buying synthetic oil. The Amazon Basic is a very good product too and I buy it when it is on sale. I think this one is better but does it justify the premium over the Amazon Basic, not really if you change your oil every 5,000 to 7,500 miles. If you like to change the oil every 10,000 miles, then I would say this is one of the best products on the market.","Reviewed in the United States on May 7, 2022",,
Great price and arrived on time!,5.0 out of 5 stars,Antique Car,I have purchased this item multiple times. The price is great and it arrives on time,"Reviewed in the United States on March 22, 2023",,
Fast Delivery of a quality product,5.0 out of 5 stars,Andrew S.,"OK Petroleum shipped fast and delivered as expected, will certainly buy from again","Reviewed in the United States on March 27, 2023",,
Excellent oil.,5.0 out of 5 stars,JROC,"This has become my favorite go to oil. Before I started running the Pennzoil Ultra oils I use to only use legit full synthetics from Redline and occasionally Amsoil. While they are both excellent oil I honestly prefer the Pennzoil. I know some so-called oil experts Will likely argue that Redline and Amsoil are much better oils than the Pennzoil Ultra and they may even post a link or some oil data sheet to prove their point but I honest just prefer the Pennzoil Ultra. Even at near the same cost I choose the Pennzoil. My 03 Ford Lightning with 163K miles on it just runs so smooth and quiet with it. Even when I had my old modded Terminator when I was mostly running Redline 5W-30 I tried the Pennzoil Ultra on my last oil change in it and was impressed with it. Before I started running Redline and occasionally Amsoil I ran Mobil 1 5W-30 and then switched to German Castrol. I feel that the Pennzoil Ultra, Redline, Amsoil oils are all pretty close in being of similar quality, and I feel that both my boosted 03 SVT's ran noticeably better on these oils than with Mobil 1 or GC.
There are some negatives to the Pennzoil Ultra though. For one it has gotten pretty costly. Pretty much in the same price range as Amsoil and Redline. Also like Amsoil and Redline you can't hardly buy it as an over the counter oil anymore. Most stores that sell oils use to sell the older version of Pennzoil Ultra, but now I have to order it online. Another thing, I've personally never tried Royal Purple, but many people put it on the same level as Redline and Amsoil just like I did to Pennzoil Ultra, and you can get RP in most auto parts stores and for noticeably less than you can get Pennzoil Ultra, Redline, or Amsoil.
Still Pennzoil Ultra has become my favorite, go-to oil and I don't see me switch from it any time soon as I have no reason to.","Reviewed in the United States on November 1, 2015",,
Best oil in the world,5.0 out of 5 stars,Anony Moose,Genuine SRT oil for my SRT vehicle.,"Reviewed in the United States on April 2, 2023",,
The purest oil you can buy,5.0 out of 5 stars,Herbert L.,"At this time there are no other products like this one offered on the market. What many people don't know is how pure this oil is because natural gas, from which this product is made, is a ""gas"" that naturally has few contaminates when extracted from the ground. On the other hand, petroleum, from which most motor oil is produced, is very ""dirty"" with usually dozens and dozens of various combinations of contaminates. The contaminates must be removed by various refinery processes developed over past decades to produce better and more useful motor oils. However, even with these various processes there are still many contaminates left, that over time, miles, and most especially careless attention to properly timed oil changes, can produce sludge within an engine. Simply put, sludge is the accumulation of ""drop outs"" of those contaminates inside an engine that were not removed by processes used by a particular refining method. Even as good as I believe this product to be, by following your vehicle manufacturer's requirements and guideline that apply to engine oil type and specified oil changes intervals you should be OK. I just like to hedge my bets with what I trust to be the best.","Reviewed in the United States on August 7, 2021",,
Great price for Prime members,4.0 out of 5 stars,Kai,"Great price for Prime members, only gave it four stars because shipping took weeks. Buy in advance, not immediately when you need to change oil","Reviewed in the United States on May 4, 2018",,
Can't go wrong with Pennzoil Platinum Synthethic. I use ...,4.0 out of 5 stars,Mk,Can't go wrong with Pennzoil Platinum Synthethic. I use it exclusively in all my Automotive and 4 stroke lawn equipment.,"Reviewed in the United States on July 25, 2018",,
Super great stuff,4.0 out of 5 stars,lobo,Very good stuff on Amazon good prices,"Reviewed in the United States on February 13, 2020",,
"Good oil, shoddy packing.",4.0 out of 5 stars,B. Cornett,The oil itself is fine but one of the cases was on it's side instead of standing upright. Oil had leaked out of at least one of the bottles.  The product is too expensive to have it leaking it all over the place.,"Reviewed in the United States on October 7, 2015",,
that item is good !,4.0 out of 5 stars,af,that item is good !,"Reviewed in the United States on March 4, 2020",,
Good price for senthetic,4.0 out of 5 stars,Mohamed Saine,Good oil.,"Reviewed in the United States on April 26, 2020",,
***THIS IS NOT DEXOS 2 APPROVED FOR GM VEHICLES AS OF 05/2018***,4.0 out of 5 stars,Alex,Fantastic oil - however it is NOT dexos 2 approved for newer GM vehicles requiring the Dexos certification.,"Reviewed in the United States on May 11, 2018",,
Four Stars,4.0 out of 5 stars,Mudbug101,It is certainly oil.  Exactly what I ordered,"Reviewed in the United States on August 1, 2018",,
Just what I need fora good price,4.0 out of 5 stars,scott,Required for my dodge truck with the 6.4 hemi. Much cheaper here than any place I have found. And it is delivered every three months😄,"Reviewed in the United States on August 22, 2016",,
Four Stars,4.0 out of 5 stars,J. Clarke,Good product but the picture in the listing is innacurate.,"Reviewed in the United States on March 5, 2018",,
COMPRA NO ENTREGADA,1.0 out of 5 stars,Amazon Customer,LA COMPRA APARECE DESPACHADA Y ENTREGADA A MI PRIMO EL SR RIVAS Y EL NO LA HA RECIBIDO. NECESITO RESOLVER ESTE PROBLEMA. URGENTE.,"Reviewed in the United States on October 11, 2019",,
Way overpriced go to Walmart,1.0 out of 5 stars,JAMES LEPLEY,This bottle should only cost between 24 and $26 go to Walmart it's cheaper there online,"Reviewed in the United States on March 11, 2020",,
Beware,1.0 out of 5 stars,Tommy Simpson,Its not the product but the shipper! Oil spilled out my everywhere,"Reviewed in the United States on June 19, 2020",,
"Odd, none of the caps were sealed....",1.0 out of 5 stars,matt250red,"Weird, I opened the can/containers and none of the break caps broke....is this real ultra platinum or is this a scam?? Concerned.","Reviewed in the United States on July 2, 2019",,
Pricey,1.0 out of 5 stars,Marc J.,Very pricey quart. I purchased 6 for $46.72,"Reviewed in the United States on October 29, 2020",,
silt or sludge at bottom of every jug,1.0 out of 5 stars,Grouper,silt or sludge at bottom of every jug,"Reviewed in the United States on October 8, 2020",,
Stay away,1.0 out of 5 stars,Rock,I can clearly tell a difference between this and royal purple. Also there was a bunch of stuff that looks like dirty at the bottom of bottle.,"Reviewed in the United States on July 13, 2018",,
"Stale, not fresh",1.0 out of 5 stars,ramgen,Production date Nov. 2016. It has been waiting somewhere for two years. I won’t buy it again.,"Reviewed in the United States on October 31, 2018",,
Expired oil,1.0 out of 5 stars,JASON,Delivered oil is almost three years old. You shouldn’t use oil after two years on the shelf.,"Reviewed in the United States on March 6, 2019",,
Wrong oil,1.0 out of 5 stars,jack cavenas,Wrong deception,"Reviewed in the United States on December 1, 2020",,
Works well,5.0 out of 5 stars,Breckon Carter,Works like it says,"Reviewed in the United States on May 5, 2023",,
Unit performed very well under dynamic load conditions,5.0 out of 5 stars,DLM,"Received the 2.5KW dual gas source unit today.  Took about 10 minutes to add oil, check unit controls and go through the recommended startup procedure.  Have only run it on LP gas so far.  No plans on running it on gasoline at this time.  Unit started on the 5th pull following the choking procedure detailed in the instructions and ran for several hours with a 1.5 Kw space heater plugged in and cycling between low and high heat generation in order to vary the load on the generator.  Absolutely no problems.  Connected the generator to my RV and ran the 13.5 Kw A/C unit  with not problems. (4000' above sea level/LP gas).  Ran the microwave/convection oven with no issues.  Overloaded when I tried to run both the A/C and Oven at the same time.  No big surprise there.  All and all, very pleased and looking forward to using it camping.  No longer need to rely on the Onan on board generator which has been nothing but trouble since the day I got it.  Why can't the RV industry put a decent generator in their RVs?  I'll get off my soap box now.","Reviewed in the United States on May 20, 2022",,
My engine still runs so it must be working 😆,5.0 out of 5 stars,Christopher Cavazos,"I run this in my tuned Explorer ST. 3.0 twin turbo.  I drive hard.  I got about 6,200 miles since the last oil change.  The engine oil sensor today say 8% oil life left.  This is in combination with either a K&N oil cartridge or AFe cartridge.  Can't remember off the top of my head.  Either way I'm happy to get about 6,500 miles between changes. I probably would not go past 7k anyways. Regardless of what the sensor says.  Not really sure how these sensors work in the first place.  I have zero complaints with this oil.  I did notice before with Royal Purple HPS oil, I had about a full quart of consumption between oil changes.  This last run with this oil, I've only seen about a 1/2 of a quart consumed.","Reviewed in the United States on September 16, 2022",,
Voted 2nd place by youtube Project Farm!,5.0 out of 5 stars,Jeremy Ware,Check out his video series on YouTube. It might not have won first place but is WAY less expensive then the first place oil. This is for my daily driver. No matter what any oil says try to change every 5000 miles.,"Reviewed in the United States on March 17, 2023",,
Been Using It For Years,5.0 out of 5 stars,Timmy,"I've been using Pennzoil for years, and it's the only oil I use in my Kia Stinger. It keeps my engine running clean and strong, even when pushed really hard. I've tried many other of the big name brands and for quality and price, nothing beats this Ultra Platinum oil.","Reviewed in the United States on February 23, 2023",,
Superior Full Synthetic Oil,5.0 out of 5 stars,Terry B.,"My 2017 Jeep Grand Cherokee 3.6 requires 0W20 oil, the valve train noise on cold start is quiet compared with other 0W20 synthetic oils and the ""cook off"" between 5000 mile service is negligible. My 2013 Ford F-150 3.5 Twin Turbo EcoBoost requires 5W30 synthetic with the same result.
As an aside, on the F-150, the ""clean air side"" (drivers side) pvc catch can collects about 2 oz of oil in 5000 miles.  The ""dirty"" pvc side catch can collects considerable condensed water vapor ""goop"", and unburned fuel during cold weather from crankcase blow-by under turbo boost.","Reviewed in the United States on December 2, 2022",,
Highly recommended earl,5.0 out of 5 stars,chris ellis,I have used this earl in my truck since I’ve had it,"Reviewed in the United States on April 8, 2023",,
excellent product,5.0 out of 5 stars,Amazon Customer,keep up the good work,"Reviewed in the United States on April 18, 2023",,
Manufacture recommended.,5.0 out of 5 stars,Wess Frederick,It’s expensive but so is the engine and I feel I get piece of mind. Don’t know enough to be experimenting lol.,"Reviewed in the United States on April 1, 2023",,
"Either the oil fairy swaps my oil every 6,000 miles or this stuff is the BOMB",5.0 out of 5 stars,Mark,"Toyota V6's are notorious for their valvetrain and various other noises when running and to the new owner it may sound like it's worse than it is, but this is totally normal. That said, this oil works extremely well so my engine (even after just breaking 100K miles) sounds better than when I got it at 65K miles. It's much quieter, no more rattles, just the sound of the fuel injectors.
Make the switch to this stuff and move on with your life.","Reviewed in the United States on December 12, 2022",,
Mileage,4.0 out of 5 stars,Mirwais K.,When I did my oil change yesterday the oil was darker in 4k mile then the regular oil it should give you at least 5k to 6k.,"Reviewed in the United States on July 12, 2019",,
Good oil and great price when it is on sale,4.0 out of 5 stars,DJD,"Its oil and one of the better ones.  I got this during a rebate Pennzoil was having.  It is better than regular oil, less breakdown, and lasts longer.  Pennzoil is always one of my top 3.","Reviewed in the United States on June 25, 2018",,
Good but leaking,4.0 out of 5 stars,Greg.l,"The oil has good lubricant and longevity’s qualities, but I just received another shipment of it and the box was soaked in oil.","Reviewed in the United States on September 24, 2019",,
Slick,4.0 out of 5 stars,Steve ,Its slippery,"Reviewed in the United States on January 14, 2021",,
Good enough for my race car,4.0 out of 5 stars,Gregory Fink,Use it in my race car because it’s cheeper then amsoil and the test and reviews are really good.,"Reviewed in the United States on January 14, 2020",,
"Great oil, good UOA.",4.0 out of 5 stars,Bob Smith,"I'm happy with this oil. Use it for 10k oil changes with two filter swaps (Purolator pure one).
Used oil analysis results are quite good and low wear metals.
I'll keep buying it.","Reviewed in the United States on July 28, 2018",,
Good quality oil,4.0 out of 5 stars,NP,Good quality  not great as mobile 1,"Reviewed in the United States on June 5, 2020",,
The product is great and was packaged well,4.0 out of 5 stars,Jane R-T,"The product is great and was packaged well.  However, when using one of the containers this week, I found that the cap wasn't on tight and it leaked out in the trunk of our vehicle.","Reviewed in the United States on June 17, 2017",,
Rated Well,4.0 out of 5 stars,Carl L. Slapshak,Used Pennzoil on and off for years. It works.,"Reviewed in the United States on April 20, 2020",,
Meets Ram specs,4.0 out of 5 stars,M. ,Bought this because it meets the ram specs for the 6.4 hemi .,"Reviewed in the United States on January 5, 2020",,
Misleading. Not same in the label.,3.0 out of 5 stars,Jhun Jhun C.,It’s not GF-6. The picture is misleading. I expected to receive the new 0W-20 with carbon neutral in label but I got the old version GF-5. Please change the pictures online that matches the product. I’m very disappointed.,"Reviewed in the United States on September 19, 2020",,
Disappointed,1.0 out of 5 stars,Lynn Leon,"After 1k miles of light driving, I was experiencing slight knocking upon acceleration. It got worse and have since returned to using mobil 1. I would not recommend this oil.","Reviewed in the United States on March 13, 2020",,
"Rebate doesn't apply, read the fine print on rebate",1.0 out of 5 stars,ScuderiaFan,Placed an order thinking the Pennzoil rebate would apply to the order but apparently it doesn't apply to case orders; be sure to read the rebate fine print if you are counting the rebate into the final price.,"Reviewed in the United States on June 3, 2019",,
Hunk at the bottom,1.0 out of 5 stars,Shawna,Found what appears to be the additive package that fell out of suspension. Shook the bottles up prior to opening and still had this.,"Reviewed in the United States on January 18, 2019",https://images-na.ssl-images-amazon.com/images/I/61vfA2820hL._SY88.jpg,
It burn very fast,1.0 out of 5 stars,Shivi,It burned,"Reviewed in the United States on February 23, 2022",,
This is NOT what the picture states.  It’s the old stock not the GF-6,1.0 out of 5 stars,walt,False advertising.  Old stock Gf-5 not like the picture,"Reviewed in the United States on July 10, 2020",,
Arrived open and a quart low.,1.0 out of 5 stars,T.R. Jones,This arrived open and a quart low as though someone decided it was okay to use a little before dropping it off.,"Reviewed in the United States on January 23, 2020",,
Not sealed & loose caps.  Leaks all over,1.0 out of 5 stars,LS,5 quarts arrived leaking. Not G-6. No seals & loose caps.,"Reviewed in the United States on February 26, 2021",,
Dirty oil,1.0 out of 5 stars,garage junky,The oil was dirty at the bottom of the container.  Of course I only discovered this once I'd poured the oil into my vehicle.,"Reviewed in the United States on October 12, 2018",https://images-na.ssl-images-amazon.com/images/I/61ys6F+DgxL._SY88.jpg,
OIL TAMPERED WITH AND REPLACED WITH WATER !!!!!,1.0 out of 5 stars,kaamacat,"I just opened one of two cases I ordered. After pouring some into the filter I ordered I noticed it was super thin. Someone opened one of the cases, pulled the oil, and filled with oily water. THAT COULD HAVE DESTROYED MY ENGINE had I not caught it.","Reviewed in the United States on September 23, 2015",,
make sure you get 6a,1.0 out of 5 stars,daniel aguirre zamudio,"Not happy, i received 5a instead of 6a","Reviewed in the United States on September 28, 2020",,
Best Motor Oil For the Money!,5.0 out of 5 stars,Brian H.,"Pennzoil: Pennzoil used to have a bad reputation of sludge buildup. Not anymore! Pennzoil is one of the best motor oil brands out there. Quaker-State, Shell, Pennzoil are within the same family. Pennzoil Platinums base oil are made from Natural Gas. From my understanding, it has fewer impurities than crude oil.
Price: 5 Quart Jug for $24.97 is a great price! Sometimes, Pennzoil would run a promotional rebate and the most recent one is if you buy 10 quarts you can get a $25 E-Gift Card. (Beware: For some reason, here on Amazon the price fluctuates and sometimes it’s either sold by Amazon or by a third-party)
Bottle/Jug: 5 quart jug includes a see through measurement to know how much motor oil is left in the jug. Two easy grab handles and the jug itself is the same from Shell Rotella and Quaker-State.
Usage: I used this oil on my 2021 Mazda 3 Hatchback with the 2.5 I4 Naturally Aspirated Engine (No Turbocharger). I used the Ultra Platinum 0w-20 and so far, it seems to run a bit smoother and have a tad bit better fuel economy. Mazda Engines have high compression (Skyactiv Technology) and it seems this motor oil fits better. Just feels smoother, quieter, and a bit better in fuel economy. I always do an oil change every 5,000 miles or once a year. You can go longer in miles if you have a premium oil filter.
Verdict: Almost every motor oil that is certified with the latest ratings by the API and ILSAC are great motor oils. Pennzoil Ultra Platinum is no exception. On YouTube, ProjectFarm has done a test on the Ultra Platinum and it did very well against the more pricer, Amsoil. My only gripe with the Ultra Platinum is that it’s not yet Dexos approved.","Reviewed in the United States on June 30, 2022","https://m.media-amazon.com/images/I/61CJXdTHXUL._SY88.jpg
https://m.media-amazon.com/images/I/71SVq8o0DCL._SY88.jpg
https://m.media-amazon.com/images/I/71wJX+trEIL._SY88.jpg",
"So much inaccurate information... this is a good oil, as are many others.",5.0 out of 5 stars,Summit,"It's good oil- if you look at reputable sources which have independently tested this oil, they are all complimentary. There are so many urban legends about oil and so many anecdotal stories from people, it's just bordering on ridiculous mostly. I retired as a senior manager and engineer with a major domestic auto manufacturer and have worked in Germany with a major auto group as well. I'm not a lubrication engineer, but I've sat in many engineering meetings with people who are so I have a pretty good grasp on the subject. Having campaigned a million dollar race car for years, my crew and engine builders have shared a lot of information with me as well.
Most important thing- change your oil on time. If you aren't getting tests done to determine when that is, adhere to the manufacturer suggestion. If you drive hard or in mountainous terrain or tow, follow the 'severe duty' schedule in the manual. While under warranty, if your engine fails you WILL be asked to provide service history. I've been involved in several cases of engine or turbo failures where people couldn't produce documentation and they ended up not getting a warranty claim. Oil is cheap, engines aren't.
Oil which meets the specifications from your car's manufacturer are the right ones to use. The brand doesn't matter, as long as it meets the standards specified by the engine maker. A LOT of research goes into bearings, clearances, materials and lubrication... some guy who works in a shop does not have a better grasp on those things than the manufacturer, although they think they do.
You can switch from synthetic back to conventional if you want to- the urban legend that says you can't is ridiculous and untrue.
The whacky stories about one oil causing engine knock, massive consumption, HUGE fuel economy changes, power changes you can feel- it's all fiction. A Camry isn't going to pull 30hp more on one oil over another if both oils are the same viscosity.
Don't believe the hype- buy quality oil that is appropriate for the car and your engine will last a long time.","Reviewed in the United States on October 1, 2019",,
For the price this oil is on par with the best race oils,5.0 out of 5 stars,Mitch,"This is the best best oil you can get for the price. They have had the 5w-30 on sale almost all the time for $23-24 for a 5q bottle of the ultra platinum full synthetic. That’s a quality of oil that should sell for twice that. And you can safely run 5w-30 in any engine regardless of if it wants 0w-20 or whatever it calls for, it won’t be as efficient, but it’s going to provide better wear protection. My Volvo is super oil sensitive as most Volvo’s are, and being turbo charged it consumes a little oil and will act up when it’s less then half a quart low. This oil for reason doesn’t get consumed nearly as fast as mobile 1 or Castrol edge did for me, my turbo spools up better, my engine purs with this stuff in it. When I got the car the PCV system was clogged with gunk and there was signs that the previous owner used cheap gas and wasn’t the greatest on oil changes and I’ve been using this oil with top tier gas you can get at QT or a few other gas stations and RXP and the gunk has melted away over a year or 4 oil changes and the inside of my engine looks way way better now. I was worried all that gunk getting passed through the tailpipe would foul out my cat so it was a relief when it was obviously getting dissolved into this oil instead. Higher detergent levels and stabilizers keep the ph in check while it cleans the engine, good stuff for a turbo too. I know how fanatical people can be over oil, but you can read the test results and see what additives each oil has and the science doesn’t lie nowadays, they know what to put in the oil, it’s a question of who’s doing it and how much are they charging for the good stuff, this oil has all the good stuff and a lot of it and it’s half the price of anything close to it on the charts. That’s all you really need to know.","Reviewed in the United States on August 12, 2020",,
Works!,5.0 out of 5 stars,Unknown,Switched from Mobil 1 yo this on my higher mileage Honda and have to say it runs quieter and smoother.,"Reviewed in the United States on May 13, 2023",,
quality motor oil,5.0 out of 5 stars,Mark Iven,"This is a top-quality motor oil!  It can be difficult to find locally depending on location.  Fortunately, Amazon carries it!","Reviewed in the United States on May 5, 2023",,
Pennzoil ultra,5.0 out of 5 stars,Bobby,"Very good oil hard to find at a good price
Right now Amazon has the best prices
About a month ago Napa was the best place you just have shop around","Reviewed in the United States on April 26, 2023",,
5,5.0 out of 5 stars,daniel coleman,5,"Reviewed in the United States on May 23, 2023",,
"Hey People... ""oil is oil""  Do not listen to people that say that!!! Read on and ill explain why!",5.0 out of 5 stars,RS,"Pennzoil...best oil on the market! This Ultra Platinum is amazing and works wonderfully in my car. What a difference this product makes! I cant tell you how many people (mechanics included) have told me...""oil is oil"". They are all so so wrong! I dont know how ANY sensible person can say such a thing! I know alot of mechanics and shop techs say this just so you will let them use their garbage oil that they pump and pour into your vehicle!!! But some people actually believe that nonsense...oil is NOT oil! The quailty and lack of quality of an oil make a difference of night and day! Superior cold start is just one of MANY examples that this oil provides! It doesnt break down the way regular oils do! It provides many additives that protect your engine in so many ways and the list is long! Just be sure to shake the bottle very well before opening and pouring because the beneficial additives tend to accumulate to the bottom of the jug after being manufacured on bottled. Thorough shaking of the jug will remedy that problem and ive proved that with my own testing and application. Do the research yourself and see exactly how much better this oil is than not only regular motor oil, but also other similar full synthetic specialty oils. Pennzoil is King of the field! But whatever you do, do not listen to the naysaying people that say ""oil is oil"" and try getting you to use regular conventional motor oil. Most mechanics, shop techs and oil change facilities want to use the cheapest product available and make the most money off of you that they can!!! And dont go to those ripoff lube centers that charge you a ridiculous amount of money for a full synthetic oil! AND NEVER USE A ""SYNTHETIC BLEND"" ITS A SCAM! Full Synthetc Oil ONLY! Get yourself a full synthetic oil filter too or at least a decent alternative , dont use the garbage filters that all of the lube change places use! Trust me on all of this. Your vehicle will repay you and thank you in many ways in return for using quallty oil and a quality filter! Thank you for reading and God Bless.","Reviewed in the United States on November 16, 2019",,
Great Oil For Extreme Climates And Maximum Protection,5.0 out of 5 stars,JT,"Short story: This oil is great, it immediately quieted down the engine and made it start and run a lot better. Was recommended this over royal purple for its cold flowing performance. It's also one of the purest synthetic oils on the market since its made from natural gas. (No fake synthetics)
Long story: I recently purchased one of my dream cars, a 2010 Honda Accord EX-L V6 with 66,000 original miles. And since it's a car I want to keep in good shape for a very long time, I only want to use the best. I was disappointed to see that the honda dealer had recently changed the oil with conventional oil shortly after I bought the car! A relatively late-model car with low mileage like this one should definitely be running full synthetic or at least a synthetic blend. After doing many hours of research I found that royal purple was one of the best oils out there and decided to use it. That was until I started reading comments about trouble with it flowing in cold weather. I later went to their website and found that they recommend it to be used in ""temperate climates"". I live in Nebraska, and would hardly call it a ""temperate climate"". It gets over 100F in the summer and goes well below 0F in the winter. So after a friend recommended this to me for its cold flowing performance in his truck during the winter, I decided to go with this instead. I am happy to say that this oil had been great. It has drastically quieted down the engine and it even runs and revs a little smoother so far. I will definitely continue to use this oil and might consider switching to the high milage version of this at 125,000 miles or so to prevent any leaks.
Note: I went with the ultra platinum over the regular platinum because I drive my vehicles hard. Good stuff!","Reviewed in the United States on July 24, 2020",https://images-na.ssl-images-amazon.com/images/I/71aDKS48iPL._SY88.jpg,
Better than royal purple,5.0 out of 5 stars,Nicolas z,"This is probably the best oil i’ve used , i’ve been using royal purple in my 09 mustang gt for a while now and everyone says it’s the best oil out there. Oil was burning during cold starts and my catch can was catching tons of oil. It lost a half a quart of oil every 2k miles. Right when i switched to Pennzoil i had no oil consumption, little to non oil in the catch can , and a quieter engine. I was a die hard royal purple guy but now i gotta give it to pennzoil.","Reviewed in the United States on January 16, 2023",,
good packing..,4.0 out of 5 stars,Cool Fronty 18,shipped in large box.  but no protective from bottle shaking around..  unless very good in a bag sealed prevent leaks.  good.  will update how  my  nissan frontier reacts with that kind of oil change.,"Reviewed in the United States on February 4, 2020",,
"Great oil, if it hasn't been sitting around.",4.0 out of 5 stars,Michael Sulowski,"Great oil that has offers higher wear protection than other brands and really low viscosity at low temperatures.  My only gripe is that some of the addatives have fallen out of suspension and congealed at the bottom of the container.  Not much, but enough to have noticed.","Reviewed in the United States on October 1, 2018",,
shame that Pennzoil didn't renew their dexos1 certification,4.0 out of 5 stars,Siberian Wolf,"heads up for other buyers, dexos1-gen1 certification for Pennzoil Ultra Platinum expired on September 1st 2017. Until today still no word on dexos1-gen2 certification status. Really a shame, I'm ready to pay those extra 6 cents per bottle which GM charges for dexos cert just so I can keep my engine warranty and use this great oil!","Reviewed in the United States on October 24, 2017",,
Paid on amazon 24.97 less than one year ago,4.0 out of 5 stars,james williams,"That’s about 35% increase.  understand prices fluctuate.  However oil prices are even cheaper than one year ago.  Just reluctant to pay that much more for the same item.
Of course the oil is very good.","Reviewed in the United States on November 24, 2019",,
Not sp specification,4.0 out of 5 stars,f,Picture says it's sp oil specification but it's only sn. Old stock,"Reviewed in the United States on November 19, 2020",,
Good product for the price,4.0 out of 5 stars,Tony N.,Exactly as shown. Good price and free shipping. This oil is not easy to find  at stores which makes it convenient to buy at Amazon.,"Reviewed in the United States on February 17, 2020",,
So I bought the next best oil. Didn't make me happy as I hate ...,4.0 out of 5 stars,Sunset Chaser,"I had previously used Pennzoil Ultra ""Hyper"" Synthetic oil in my VW TDI Diesel.  It is no longer available at Amazon.  So I bought the next best oil.  Didn't make me happy as I hate to change any characteristic about the oil I use in an engine - ever.
I'm sure the oil itself will be fine; just not what I wanted to order.","Reviewed in the United States on October 16, 2015",,
Promotional rebate doesn’t work,4.0 out of 5 stars,Ness,This is good oil. Thankful for that. But rebate is a lie. I have the post card from Pennzoil saying my order did not qualify. Reason = case purchases not eligible!!,"Reviewed in the United States on June 27, 2019",,
it oil,4.0 out of 5 stars,Ken,oil was a little pricey,"Reviewed in the United States on December 17, 2020",,
It’s motor oil,4.0 out of 5 stars,Tristan Laughlin,"Bought it because it was on sale and had a rebate. Other than that - it’s motor oil. I prefer Mobil1, but took advantage of the sale.","Reviewed in the United States on June 28, 2019",,
Product description shows the newer version of the product in ...,3.0 out of 5 stars,ArmyDad,Product description shows the newer version of the product in the yellow bottles. The product I received was the older dark gray bottles.,"Reviewed in the United States on April 12, 2017",,
Three Stars,3.0 out of 5 stars,F_G,It's what RAM recommends and the engine hasn't blown up using it.  A bit pricey if you ask me.,"Reviewed in the United States on August 8, 2017",,
Wow,3.0 out of 5 stars,Skippy Mack Madison,"Great oil every time...
Arrived leaking.
Will send back for refund..","Reviewed in the United States on March 4, 2018",https://images-na.ssl-images-amazon.com/images/I/7169ARTi3-L._SY88.jpg,
