title,rating,username,description,date,image_urls,asin_number,product_url
Rotella T6 Synthetic Diesel Oil,5.0 out of 5 stars,Gary R.,"It’s been around for a long time.  Name brand, quality diesel oil.  What’s not to like.","Reviewed in the United States on February 21, 2023",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
MY Discovery 2 Likes it.,5.0 out of 5 stars,1972Bigdaddy,I've run alot of oils recommended beyond the factory RAVE manual. And this formula has proven to be the top performer at this weight. NEW England mixed weather. I change oil for summer and winter.  No leaks yeah tell me about it. 128k still going strong.,"Reviewed in the United States on December 8, 2022",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_8%3FpageNumber%3D8%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
5 estrella 🌟🌟🌟🌟🌟,5.0 out of 5 stars,Amazon Customer,"Es lo mejor ,con uno solo resolví lo recomiendo a todos lo que tienen Duramax turbo diesel 👍👍👍","Reviewed in the United States on April 13, 2023",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It synthetic,5.0 out of 5 stars,ALS,Excellent diesel motor oil,"Reviewed in the United States on April 26, 2023",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Buy 100%,5.0 out of 5 stars,The Reviewer,"Get bang for you buck !!
3 gallons for $70
100% worth the money
Used on 2015 6.7 Cummins","Reviewed in the United States on April 8, 2023",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Outrageous value, read for motorcycles, specs below",5.0 out of 5 stars,S. B.,"Works superbly in my 2003 Suzuki SV650. Highly recommended. I can't believe how smooth my bike now clicks into gear, revs out, and up/down shifts vs. other oils.
Just to repeat what a lot of people know (and DON'T know) about this oil; its actually JASO DH-2 & MA/MA2 approved and has the stamp on the bottle to indicate it’s for motorcycle use. That means it’s safe for dry and wet clutch applications.
Here's the current properties per Shell at the date of my original post for nerds like me:
>ROTELLA T6 5W-40
Kinematic Viscosity @ 40C mm2/s ASTM D445 90
Kinematic Viscosity @ 100C mm2/s ASTM D445 14.9
Dynamic Viscosity  @ -30C mPa s ASTM D5293 6300
Total Base Number (TBN)  [ mg KOH/g ASTM D2896] 10.2
Sulfated Ash %  ASTM D874 1.0
Density @150C kg/l  ASTM D4052 0.846
Flash Point (COC) 0C ASTM D92 233
Pour Point 0C ASTM D97 -51
...And if you dig around T6 5w-40 is Volvo VDS-4 certified. So while Shell does not officially publish this, it must have a HTHS viscosity (Greater than) >3.9cP to meet this spec.
—— 1 Year update ——-
One year and (2) T6 changes later; the bike has never run as well or shifted as smooth. All winter and into the spring/summer (very mild a swing of only 40F to 80F ambient) my bike is never reluctant to upshift or downshift as it should, even cold. After 3k miles of brisk commuting everything felt great just before changing out the oil. T6 is proving to be unbeatable moto oil, and for so cheap!","Reviewed in the United States on August 29, 2020",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
?????,5.0 out of 5 stars,Doug Lafrenz,Great stuff the only thing I’ll use for my Cummins I burn less DEF with this stuff,"Reviewed in the United States on March 31, 2023",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good value,5.0 out of 5 stars,Travis,"Cheaper than I could find it locally. My only comaint is one of the jugs had been hit near the cap and was leaking a little when it arrived. Not much oil was lost, and no fault of the manufacturer.","Reviewed in the United States on February 21, 2023",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Excelente,5.0 out of 5 stars,orson lopez,Excelente,"Reviewed in the United States on April 25, 2023",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Calling all Saab, Subaru, and other high turbo/rugged cars!",5.0 out of 5 stars,Amazonian,"This is the BEST oil you can get stateside for Saabs, Subarus, along with other forced induction cars.  Its marketed as a ""HEAVY DUTY DIESEL OIL"" but... dont be alarmed folks, this merely applies to the ADDITIVE PACKAGES that are added into this motor oil. Diesel engines generally require much higher lubricity and wear protection vs standard gasoline engines (glow plugs, carbon soot, etc) BUT this oil works wonders on our turbocharged cars.
Dont be worried about the 5W-40 oil grade designation as the oil behaves more like a ""0-weight"" oil (such as the factory specs of my Saab and other newer turbocharged cars calling for Mobil 1 0W-30 or 0W-40). I believe the call for Mobil 1 0W-30/40 oils are pure AUTOMOTIVE POLITICS due to GM destroying Saab and leaving loyal enthusiasts with a sad turn of events since the recession. Long story short, u wont find other 5W-40 oils stateside as its uncommon but has a broader range of applications across a WIDE VARIETY OF CONDITIONS (extreme cold, heat, etc).
I have a Stg 3 Saab 9-3 2.0T Aero and only use this oil for my oil changes. Normally I'm the type to follow the owners manual to the point but on the forum known as Bob is the oil guy aka  ""BITOG"" (only source of diehard motor oil enthusiasts who actually perform tests between various oils and even offer oil analysis results (such as from Blackstone Labs), Shell Rotella T6, Techron, and MMO all receive high remarks and ratings. Surely these brands are doing something right if results can be tested for the truth.
Conclusion: if you wanna prolong your special turbocharged cars and minimize future engine problems: A bottle of Shell Rotella in your crankcase with a bottle of Techron Fuel System cleaner will keep that pesky overcharging mechanic away! Oh and if you're making more power with smoother engine operation then it merely shows your engine is HAPPY. Try out Shell Rotell folks. Only other oils I'd recommend is German Castrol aka GC which are special oils Made in Germany and are FAR SUPERIOR to the Castrol oils we get here (Ive confirmed the formulations differences with Castrol GMBH of Germany, its true). Sad, Europe gets the best fluids for the best cars while we get... Autozone lol","Reviewed in the United States on October 19, 2018",https://images-na.ssl-images-amazon.com/images/I/81DJ83DKbnL._SY88.jpg,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Motorcycle Oil,5.0 out of 5 stars,Alejandro Castillo,"After a few months of running it...
Works perfectly with a BMW K Bike. Engine runs cooler and quieter. There also has been a slight increase in performance since I've used it. Eventhough this is synthetic oil, there has been no clutch slippage.","Reviewed in the United States on January 26, 2023",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Exactly what I needed.,5.0 out of 5 stars,120 Engineer,"*This IS the oil you need for a VW diesel.***
**Lower price than big box stores sells it for.**
***Arrived very quickly.***","Reviewed in the United States on March 5, 2023",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Best oil I've run, just don't buy here.",4.0 out of 5 stars,S. McEwen,"I've run this oil for over 15 years in various diesel engines, and have 0 complaints. One engine, a V8, had 200k miles on it and still looked brand new in the bottom end. Do yourself a favor and buy some! Do yourself another favor and don't pay Amazon's premium prices. You can find it for 1/2 the price elsewhere...","Reviewed in the United States on November 21, 2022",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Use in winter only duramax 2500...,4.0 out of 5 stars,Clifton Collins,"Winter oil for 2500 duramax 2014
Run 10.000 miles. T6 only
No issues
15/40 summer oil hot mo the over
Price is about 50 $ diff on 2.5 gallon","Reviewed in the United States on September 1, 2022",,B07PSVLF6G,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB07PSVLF6G%2Fref%3Dcm_cr_arp_d_paging_btm_next_7%3FpageNumber%3D7%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
